"x" "y"
-6802268 999662
NA NA
-6950725 1118449
-6930194 1096604
-6922617 1105136
-6919772 1097795
-6909134 1104540
-6915537 1118417
-6879112 1091329
-6874749 1088598
-6862535 1106081
-6770173 1039190
-6802268 999662
NA NA
-7156637 1191085
-6895376 1193447
-6994173 1167872
-7007994 1150178
-6983164 1160266
-6983936 1126863
-6997757 1127148
-7012784 1127524
-6969247 1133776
-6950725 1118449
NA NA
-7815338 1358259
-7776496 1353360
-7742079 1288128
-7628504 1261415
-7605964 1208332
-7567963 1174066
-7357414 1179665
-7300731 1139841
-7205430 1133523
-7118598 1170168
-7103016 1179288
-7148346 1179574
-7156637 1191085
NA NA
-7939891 1328833
-8010637 1284815
-7987414 1234912
-7975144 1168942
-8022264 1087692
-7995457 1053760
-7968121 1010653
-7912063 1053010
-7927798 1120237
-7961290 1210312
-7926222 1234658
-7805995 1291129
-7765985 1293498
-7792174 1305993
-7818369 1305524
-7815338 1358259
NA NA
-13696248 6275137
-13702899 6275284
NA NA
-7161241 1239227
-7122157 1244582
-7104317 1229304
-7169004 1228232
-7161241 1239227
NA NA
-6191063 6729064
-6177332 6710518
-6206180 6682195
-6223006 6682053
-6244308 6682492
-6218120 6660995
-6209458 6630489
-6248085 6589761
-6283145 6512006
-6321305 6399879
-6318831 6382678
-6241279 6460330
-6241776 6447577
-6177268 6447428
NA NA
-6177268 6447428
-6222540 6393093
-6231692 6358891
-6186178 6339872
-6165583 6341293
-6153369 6357791
-6141276 6348283
-6153305 6287504
-6121516 6322784
-6104296 6325445
-6062423 6349941
-6057295 6334976
-5981006 6339824
-5950640 6317721
NA NA
-5950640 6317721
-5991122 6279854
-6013509 6242302
-5998508 6230669
-6013752 6230997
-5994426 6230292
-5979769 6213529
-5987659 6201598
-6005620 6177854
-5980114 6178921
-5967249 6176076
-5935339 6199642
-5897300 6207113
-5980420 6137409
-6004975 6137543
-5986421 6110876
-6002807 6111285
-5973773 6098306
-5998820 6082351
-5962242 6036755
-5909055 6114481
-5890653 6135371
NA NA
-5890653 6135371
-5920216 6026493
-5884716 6041568
-5866193 6061220
-5872967 5992769
-5918762 5880224
-5956795 5881663
-5962178 5918119
-5968020 5961727
-6032892 5918072
-6002373 6015328
-6026776 6079168
-6033020 6079910
-6057263 6040518
-6129865 5958184
-6165488 5920152
NA NA
-6165488 5920152
-6194802 5920292
-6214810 5920152
-6223312 5947743
-6152501 6005280
-6120222 6039969
-6125382 6057959
-6157483 6051166
-6170156 6051715
-6189795 6007608
-6203399 6019083
-6218739 6019403
-6218056 6031301
-6236393 6031074
-6220812 6046347
-6218892 6071343
-6247153 6070650
-6265924 6056670
-6361009 6040329
-6382962 6040244
-6416084 6040291
-6487979 6064169
-6504243 6046158
NA NA
-6504243 6046158
-6515654 6046896
-6601956 6046479
-6600469 6102230
-6509033 6192495
-6559408 6192591
-6574900 6192639
-6593141 6191937
-6562469 6208145
-6531267 6224626
-6489643 6287124
-6470069 6286841
-6461229 6299780
-6460917 6310991
-6479534 6345283
-6456215 6370230
NA NA
-6456215 6370230
-6436768 6366033
-6440538 6413577
-6370595 6549868
-6377459 6571861
-6348362 6616570
-6265643 6704505
-6218828 6713541
-6204668 6719612
-6191063 6729064
NA NA
-9453653 2501852
-9389577 2524438
-9380520 2569721
-9284663 2618617
-9093530 2650842
-9044641 2651376
-9043564 2650537
-8991582 2642568
-8967957 2634909
-8873120 2601809
-8801717 2557577
-8687491 2517865
-8665818 2508157
-8621165 2485229
-8623390 2490656
-8597017 2463202
-8610871 2463332
-8586533 2457811
-8560248 2430772
-8527783 2417303
-8474194 2404069
-8415470 2389690
-8419553 2377180
-8426231 2356570
-8313025 2335098
-8252298 2296707
NA NA
-8374287 2261285
-8417792 2261251
-8562352 2261285
-8589224 2261156
-8606170 2261353
-8651467 2261122
-8584740 2334171
-8636562 2354886
-8652736 2354954
-8719158 2384493
-8777417 2466228
-8849400 2465926
-8950793 2513592
-8956948 2517995
-8970432 2518298
-8986977 2518264
-9016290 2518229
-9038894 2530979
-9060013 2530910
-9145480 2561088
-9091954 2581737
-9225475 2582310
-9302222 2538825
-9346225 2513695
-9403092 2497459
-9430671 2497521
-9456031 2497122
-9453653 2501852
NA NA
-8374287 2261285
-8366461 2268782
NA NA
-8364515 2268524
-8366461 2268782
NA NA
-8364515 2268524
-8358418 2260363
NA NA
-8252298 2296707
-8358418 2260363
NA NA
-8366461 2268782
-8374287 2261285
NA NA
-8358418 2260363
-8364515 2268524
NA NA
-7122744 5948062
-7122125 5900770
-7115817 5862226
-7093244 5868660
-6968813 5855946
-6915135 5840291
-6932108 5840106
-6962168 5800004
-6967672 5774744
-6982234 5774698
-7002982 5797456
-7016560 5825291
-7073766 5814150
-7137126 5865507
-7158984 5882294
-7155303 5912562
-7122744 5948062
NA NA
-6848650 1850286
-6834765 1851736
-6822799 1832436
-6850199 1832017
-6848650 1850286
NA NA
-12134873 2930091
-12132551 2927902
-12134873 2930091
NA NA
-8005229 5019432
-8240792 4956738
-8166615 4998093
-8063920 5016354
-8071249 4998380
-8005229 5019432
NA NA
-12469049 2818122
-12466045 2816054
-12469049 2818122
NA NA
-8779828 944391
-8789631 929138
-8779828 944391
NA NA
-9309117 5796968
-9302535 5768204
-9322230 5784173
-9309117 5796968
NA NA
-6995161 1967662
-6988452 1954866
-6995161 1967662
NA NA
-9683399 5665000
-9728020 5601030
-9683399 5665000
NA NA
-8538543 4122430
-8555145 4122547
-8558825 4122469
-8538543 4122430
NA NA
-6924288 1899139
-6925027 1897493
-6924288 1899139
NA NA
-7656983 2060387
-7647830 2050654
-7656983 2060387
NA NA
-10077810 5933689
-10086874 5933643
-10077810 5933689
NA NA
-8935365 2916127
-8944365 2908360
-8935365 2916127
NA NA
-9148662 3063005
-9145142 3054782
-9148662 3063005
NA NA
-6874749 1810258
-6865099 1842841
-6858950 1801891
-6874749 1810258
NA NA
-8159190 2146986
-8116763 2123959
-8159190 2146986
NA NA
-14190756 6568295
-14278578 6586915
-14287482 6562055
-14233612 6533948
-14219235 6547919
-14220689 6552059
-14199195 6539105
-14199386 6526270
-14233089 6526952
-14234574 6504978
-14232004 6475042
-14187880 6458351
-14157852 6452968
-14133800 6422547
-14097649 6417551
-14078508 6409506
-14053186 6384017
-14089362 6352845
-14016137 6348469
-14016448 6320233
-14004266 6318239
-13991186 6298172
-13999229 6284524
-13954294 6277685
-13895577 6295667
-13893657 6315777
NA NA
-13893657 6315777
-13930579 6245449
-13749715 6166443
-13730605 6192726
-13745665 6206505
-13813631 6317145
-13912026 6390944
-13985834 6508466
-14190756 6568295
NA NA
-10210686 3446937
-10241020 3446760
-10210686 3446937
NA NA
-7998053 2494092
-7990508 2486060
-7998053 2494092
NA NA
-8677382 3110706
-8610776 3089088
-8573795 3036215
-8603575 2993406
-8604467 3009610
-8600264 3071611
-8666590 3111851
-8677382 3110706
NA NA
-12762897 3722064
-12764045 3725992
-12762897 3722064
NA NA
-8015555 2506459
-8013489 2498820
-8015555 2506459
NA NA
-9806657 3534579
-9829784 3534542
-9806657 3534579
NA NA
-13193210 3958889
-13181985 3939040
-13193210 3958889
NA NA
-8221160 2599568
-8248121 2547516
-8257426 2546447
-8232041 2582814
-8221160 2599568
NA NA
-8677044 2523336
-8644483 2504423
-8677044 2523336
NA NA
-13680666 6225979
-13679427 6222047
-13686387 6221901
-13680666 6225979
NA NA
-7275034 1228297
-7269128 1218846
-7275034 1228297
NA NA
-10085635 5920693
-10089067 5920246
-10085635 5920693
NA NA
-9026272 846055
-9027823 845958
-9026272 846055
NA NA
-7987632 2238216
-7979194 2166577
NA NA
-7979194 2166577
-7998735 2151275
NA NA
-7998735 2151275
-7991312 2117165
-8006772 2098570
-7988780 2062367
-7990418 2042489
NA NA
-7987632 2238216
-7954115 2260302
-7833613 2238738
-7781197 2218254
-7746474 2191108
-7702286 2183574
-7751360 2166908
-7635897 2134246
-7612176 2096089
-7655592 2068102
-7733208 2086312
-7750001 2086964
-7788710 2087125
-7854424 2061656
-7871709 2081647
-7911687 2058104
-7957699 2000680
-7976718 2029359
-7990418 2042489
NA NA
-8013794 2239659
-7987632 2238216
NA NA
-7990418 2042489
-8061477 2062891
-8076842 2063019
-8148334 2062958
-8189678 2063120
-8203812 2063442
-8228731 2046883
-8288258 2094818
-8247164 2111093
-8087883 2099122
-8050749 2115340
-8094906 2166942
-8105199 2214025
-8175149 2246063
-8086588 2261482
-8013794 2239659
NA NA
-8418717 2832066
-8431059 2832066
-8403166 2774645
-8387305 2782918
-8418717 2832066
NA NA
-7207687 3804366
-7207809 3802132
-7207687 3804366
NA NA
-10185141 11072
-10184957 -2072
-10147695 -75978
-10162167 -75825
-10178712 -111291
-10112570 -92148
-10176640 12277
-10185141 11072
NA NA
-9079402 2463669
-9075289 2463764
-9079402 2463669
NA NA
-9247894 2492057
-9205064 2488725
-9200339 2453423
-9252907 2453197
-9250955 2458511
-9240476 2471751
-9247894 2492057
NA NA
-8275923 2612076
-8253906 2592592
-8275923 2612076
NA NA
-8133525 2451263
-8128486 2445917
-8133525 2451263
NA NA
-6266109 5953641
-6274892 5906999
-6266109 5953641
NA NA
-9341990 5827478
-9337041 5805444
-9351021 5804956
-9350587 5828780
-9341990 5827478
NA NA
-9429715 3470495
-9431386 3470135
-9429715 3470495
NA NA
-6737638 1271002
-6756472 1265102
-6737638 1271002
NA NA
-9721279 2099707
-9722178 2099189
-9721279 2099707
NA NA
-6624063 1466240
-6628885 1487547
-6624063 1466240
NA NA
-12644620 3450134
-12598021 3388913
-12643262 3444128
-12644620 3450134
NA NA
-13703390 6207914
-13701260 6186662
-13703390 6207914
NA NA
-8204890 2394992
-8157673 2408978
-8128607 2418165
-8168898 2384294
-8185474 2384165
-8202453 2383598
-8204890 2394992
NA NA
-5554437 34569
-5539410 14593
-5579145 3431
-5602955 3214
-5593803 26188
-5554437 34569
NA NA
-8428456 4191131
-8401866 4238644
-8399455 4248800
-8422550 4192115
-8428456 4191131
NA NA
-7596594 5533613
-7611252 5506150
-7596594 5533613
NA NA
-8437737 4187307
-8441940 4187160
-8437737 4187307
NA NA
-9277023 5778791
-9292764 5768066
-9277023 5778791
NA NA
-8330437 2718850
-8332912 2718613
-8330437 2718850
NA NA
-10846598 2928135
-10878075 2794793
-10879931 2811771
-10879095 2872912
-10889204 2906858
-10856058 2927316
-10846598 2928135
NA NA
-7854360 5081216
-7869114 5063978
-7884044 5063936
-7854360 5081216
NA NA
-12372325 3007096
-12377613 2998699
-12372325 3007096
NA NA
-12323124 2887005
-12320713 2877585
-12323124 2887005
NA NA
-6070217 6383112
-6110725 6373948
-6070217 6383112
NA NA
-13194728 3894415
-13187737 3875078
-13194728 3894415
NA NA
-8705739 2900569
-8672400 2865034
-8659294 2808135
-8691733 2798861
-8720397 2834515
-8708271 2835744
-8705739 2900569
NA NA
-6858389 1371641
-6874379 1354593
-6858389 1371641
NA NA
-8542127 2944585
-8474844 2874819
-8486191 2845545
-8485355 2852254
-8491294 2902451
-8542746 2940881
-8542127 2944585
NA NA
-13169585 3365115
-13179726 3391424
-13169585 3365115
NA NA
-5502333 7883
-5511053 -15339
-5529052 -15339
-5539257 -1760
-5502333 7883
NA NA
-8953671 3229236
-8952184 3221895
-8953671 3229236
NA NA
-9060849 2193365
-9044827 2188452
-9061466 2188188
-9060849 2193365
NA NA
-10780081 3262392
-10792047 3253913
-10780081 3262392
NA NA
-7237218 2080411
-7235643 2078428
-7237218 2080411
NA NA
-8485292 4152375
-8501313 4139899
-8485292 4152375
NA NA
-12482654 2910314
-12474242 2822511
-12493720 2866637
-12482654 2910314
NA NA
-8717583 2560088
-8699648 2547647
-8717583 2560088
NA NA
-13871454 6410316
-13847306 6377480
-13871454 6410316
NA NA
-9099066 852921
-9095233 819077
-9105036 847863
-9099066 852921
NA NA
-8724415 2068331
-8657961 2096936
-8498252 2053775
-8492933 2022696
-8506257 2022824
-8528619 2022757
-8560962 2023212
-8575306 2022857
-8602707 2010838
-8680380 2047171
-8724415 2068331
NA NA
-13343645 4040108
-13320421 4027570
-13343804 4027385
-13343645 4040108
NA NA
-9857675 3531287
-9859474 3532645
-9857675 3531287
NA NA
-10713876 3309061
-10716817 3309024
-10713876 3309061
NA NA
-6020276 6400748
-6021393 6382826
-6043997 6382678
-6020276 6400748
NA NA
-7169776 2124579
-7169004 2123077
-7169776 2124579
NA NA
-8265501 4799275
-8263122 4801086
-8265501 4799275
NA NA
-12288956 2824377
-12288554 2821151
-12288956 2824377
NA NA
-6887116 2001557
-6883933 1989222
-6887116 2001557
NA NA
-5569680 97193
-5570829 96511
-5569680 97193
NA NA
-5606941 242887
-5611521 206349
-5613434 239919
-5606941 242887
NA NA
-7487255 2081553
-7414059 2094723
-7306638 2070541
-7369845 2028447
-7479772 2043140
-7487255 2081553
NA NA
-13646466 6172358
-13652091 6154769
-13625099 6114338
-13631502 6106900
-13657941 6161741
-13646466 6172358
NA NA
-8737802 2574975
-8726704 2562792
-8741980 2574575
-8737802 2574975
NA NA
-8384677 4569658
-8379382 4576129
-8384677 4569658
NA NA
-9090034 5761760
-9112983 5703850
-9115547 5715153
-9113041 5727713
-9159244 5727668
-9247708 5771542
-9213139 5758691
-9194152 5762869
-9148452 5760386
-9108371 5759406
-9101509 5753682
-9090034 5761760
NA NA
-13370427 4033241
-13364954 4017505
-13372282 4033164
-13370427 4033241
NA NA
-8917984 2233061
-8916408 2232106
-8917984 2233061
NA NA
-8216893 2643747
-8215095 2641293
-8216893 2643747
NA NA
-7178188 6093184
-7202464 6078570
-7178188 6093184
NA NA
-9062825 2844492
-9063259 2842989
-9062825 2844492
NA NA
-9527709 1298290
-9525974 1286774
-9531727 1298895
-9527709 1298290
NA NA
-6799328 1212169
-6786712 1202067
-6804647 1128470
-6888909 1128372
-6844013 1163852
-6862720 1195745
-6799328 1212169
NA NA
-8684589 2548653
-8676859 2528872
-8684589 2548653
NA NA
-10803833 3226300
-10834417 3182142
-10803833 3226300
NA NA
-9077763 2836558
-9075779 2829617
-9077763 2836558
NA NA
-9568184 1853185
-9566698 1852800
-9568184 1853185
NA NA
-8383191 2712978
-8371098 2655615
-8332414 2630710
-8383191 2712978
NA NA
-8627876 2883456
-8614117 2874819
-8631275 2874819
-8627876 2883456
NA NA
-8790122 3084276
-8749678 3085447
-8671789 3081507
-8779916 3072581
-8790122 3084276
NA NA
-10190122 2130062
-10193458 2129409
-10190122 2130062
NA NA
-6025162 6047303
-6037625 6032085
-6025162 6047303
NA NA
-7794527 5069128
-7804362 5049036
-7805785 5056199
-7794527 5069128
NA NA
-8421408 2687240
-8420885 2685752
-8421408 2687240
NA NA
-9518027 5737759
-9528480 5730900
-9518027 5737759
NA NA
-9656407 2339654
-9687207 2317147
-9656407 2339654
NA NA
-8864643 2607848
-8856977 2605600
-8864643 2607848
NA NA
-12516483 3400912
-12496163 3391950
-12508288 3347253
-12521739 3371441
-12516483 3400912
NA NA
-6783625 1541854
-6791138 1576253
-6776940 1570744
-6783625 1541854
NA NA
-10554506 3420442
-10558339 3414165
-10554506 3420442
NA NA
-12830651 3257591
-12829753 3295282
-12830651 3257591
NA NA
-6713611 5917801
-6730495 5831643
-6771532 5785422
-6785104 5759763
-6793300 5734571
-6760829 5744058
-6745770 5768827
-6766180 5768561
-6749297 5790816
-6703101 5820189
-6700377 5813753
-6664570 5791128
-6672268 5764381
-6773107 5719575
-6831678 5718991
-6840798 5803437
-6731891 5941391
-6713611 5917801
NA NA
-6835881 6047350
-6888481 5982926
-6902794 5982522
-6835881 6047350
NA NA
-11852366 2452861
-11846805 2442793
-11852366 2452861
NA NA
-9887366 3501017
-9888692 3498874
-9887366 3501017
NA NA
-6808672 1476141
-6810215 1503657
-6808672 1476141
NA NA
-6689745 5456074
-6666611 5450840
-6681517 5450708
-6689745 5456074
NA NA
-9770199 6247523
-9806969 6243008
-9770199 6247523
NA NA
-6822518 1803914
-6824502 1790827
-6822518 1803914
NA NA
-7067917 6418758
-6864327 6300210
-6977564 6300063
-7090680 6369699
-7168232 6431426
-7067917 6418758
NA NA
-9635691 3554639
-9649231 3554713
-9663798 3554602
-9635691 3554639
NA NA
-8120507 2280335
-8113861 2276357
-8120507 2280335
NA NA
-6842590 1761688
-6819086 1721362
-6832137 1720846
-6842590 1761688
NA NA
-6882480 1940301
-6873977 1919917
-6882480 1940301
NA NA
-7611653 1380694
-7594924 1351554
-7611653 1380694
NA NA
-9933652 3518517
-9936094 3518052
-9933652 3518517
NA NA
-8205075 2048212
-8204182 2047272
-8205075 2048212
NA NA
-9848554 6133841
-9928861 6094384
-9848554 6133841
NA NA
-9795832 2026885
-9786802 2035628
-9795832 2026885
NA NA
-8142428 2561157
-8128607 2554266
-8142428 2561157
NA NA
-7220399 2010744
-7204689 2002983
-7222811 2002949
-7220399 2010744
NA NA
-8611547 4098091
-8615941 4097340
-8611547 4098091
NA NA
-5606080 67443
-5607777 25729
-5623767 25416
-5606080 67443
NA NA
-7797895 1417046
-7793723 1402885
-7797895 1417046
NA NA
-13756546 6262848
-13744363 6226076
-13756546 6262848
NA NA
-13767401 6290659
-13749715 6263508
-13767401 6290659
NA NA
-12356245 2139341
-12359027 2125623
-12356245 2139341
NA NA
-7298289 2051204
-7288084 2047956
-7298289 2051204
NA NA
-12235737 2798420
-12234876 2789292
-12235737 2798420
NA NA
-8051706 2494724
-8041966 2484466
-8051706 2494724
NA NA
-12553062 5110181
-12501699 5044473
-12490755 5022301
-12501730 4969578
-12542117 5014960
-12568957 5107202
-12553062 5110181
NA NA
-9793269 5997060
-9841998 5961276
-9859008 5983339
-9768158 6016753
-9793269 5997060
NA NA
-8462535 2713891
-8452980 2702341
-8462535 2713891
NA NA
-5573610 71800
-5600047 42427
-5573610 71800
NA NA
-6812594 1672945
-6783497 1651963
-6782074 1627777
-6797879 1627428
-6812594 1672945
NA NA
-10731626 3297210
-10746130 3289977
-10731626 3297210
NA NA
-9788842 1955935
-9785940 1958687
-9788842 1955935
NA NA
-9149562 1045395
-9149409 1043604
-9149562 1045395
NA NA
-10840259 3146153
-10834755 3076833
-10840259 3146153
NA NA
-11872063 2474414
-11863745 2455555
-11872063 2474414
NA NA
-7432211 5590263
-7440470 5583731
-7432211 5590263
NA NA
-9643421 1839492
-9638407 1840003
-9643421 1839492
NA NA
-8649644 2788138
-8644420 2769221
-8638979 2720202
-8645505 2727700
-8665723 2773862
-8649644 2788138
NA NA
-7028124 2045548
-7024227 2041805
-7028124 2045548
NA NA
-7697337 1389430
-7671455 1355950
-7697337 1389430
NA NA
-5962733 6138614
-6004108 6137265
-5962733 6138614
NA NA
-5628742 22355
-5623767 -988
-5628742 22355
NA NA
